Ime sestavine,Kolicina,Enota
prosene kaše,1.5,kos
mleka (lahko uporabimo tudi vodo ali rastlinski napitek),0.125,l
cimeta,0.0625,kos
soli,0.25,kos
masla,7.5,g
grškega jogurta,87.5,g
med (po želji),1,kos
jabolki,0.5,kos
limoninega soka,0.25,kos
rjavega sladkorja (lahko tudi navaden beli),12.5,g
mletega cimeta,0.125,kos
grobo sesekljanih orehov ali lešnikov,0.25,kos
