Ime sestavine, Kolicina, Enota
jajca , 0.75 , kos
moke , 15.0 , g
2 žlici sladkorja (za sladko palačinko) , 1 , kos
soli , 0.0625 , kos
vanilijevega ekstrakta (po želji za sladko palačinko) , 0.25 , kos
masla , 0.5 , kos
