Ime sestavine,Kolicina,Enota
koskosove maščobe ali masla,7.5,g
manjši jabolki,0.5,kos
limoninega soka,0.5,kos
rjavega sladkorja (lahko je tudi kokosov sladkor),12.5,g
grobo sesekljanih orehov,0.25,kos
poljubnega nesladkanega rastlinskega napitka (kokosovo; lešnikovo; mandljevo; sojino ipd.),0.09,l
nesladkane jabolčne čežane,92.5,g
mletega cimeta,0.375,kos
1-2 žlički vanilijevega ekstrakta,1,kos
javorjevega sirupa,0.5,kos
čija semen,3.0,kos
