Ime sestavine, Kolicina, Enota
masla , 25.0 , g
zavitek vlečenega testa , 0.125 , kos
jajc , 0.625 , kos
sladkorja , 25.0 , g
vanilijevega sladkorja , 0.25 , kos
mascarpone sira , 31.25 , g
sladke smetane , 0.0375 , l
limona (sok in lupinica) , 0.125 , kos
borovnic , 25.0 , g
sladkor v prahu za posip , 1 , kos
