Ime sestavine, Kolicina, Enota
odmrznjenega listnatega testa , 125.0 , g
olja , 0.5 , kos
klobasi (en par) , 0.5 , kos
pori , 1.0 , kos
jajci , 0.5 , kos
sol in mleti poper , 1 , kos
drobtin , 0.5 , kos
dimljenega sira , 37.5 , g
jajce za premaz , 1 , kos
kumina za posip , 1 , kos
