Ime sestavine, Kolicina, Enota
rozin , 20.0 , g
rum; voda ali pomarančni sok za namakanje rozin , 1 , kos
jabolko , 0.25 , kos
sok polovice limone , 1 , kos
mletega cimeta , 0.125 , kos
sladkorja , 1.0 , kos
jajca , 0.75 , kos
mleka , 0.75 , kos
olja , 0.75 , kos
drobno naribana limonina lupinica , 1 , kos
moke , 75.0 , g
pecilnega praška , 0.125 , kos
olje za cvrenje , 1 , kos
sladkor v prahu za posip , 1 , kos
