Ime sestavine,Kolicina,Enota
sardel,187.5,g
ostra moka,1,kos
olivno olje,1,kos
kumar,125.0,g
šalotki,0.5,kos
svežega drobnjaka,2.5,g
olivnega olja,1.5,kos
balzamičnega kisa,0.5,kos
sok polovice limete ali limone,1,kos
večji avokado,0.25,kos
sol,1,kos
paradižniki (za posteljico),0.75,kos
