Ime sestavine, Kolicina, Enota
moke , 6.666666666666667 , g
nesladkanega kakava v prahu , 3.3333333333333335 , g
sladkorja , 16.666666666666668 , g
1.5-2 l mleka , 1 , kos
maslenih piškotov (npr. Albert keksi) , 83.33333333333333 , g
poljubni dodatki (kokos; mleti lešnik ali orehi; čokoladne mrvice; sadje ipd.) , 1 , kos
