Ime sestavine, Kolicina, Enota
velika fileja postrvi s kožo na spodnji strani (skupaj približno 600 - 700 g) , 0.5 , kos
sol in sveže mleti poper (po okusu) , 1 , kos
olivnega olja , 0.5 , kos
3-4 stroki česna , 1 , kos
sveže iztisnjenega limoninega soka , 0.75 , kos
belega vina , 0.5 , kos
zmehčanega masla , 0.5 , kos
nekaj vejic svežega peteršilja (2 žlici nasekljanega) , 1 , kos
