Ime sestavine,Kolicina,Enota
testenin (za veganski recept naj ne vsebujejo jajc),100.0,g
velik zrel avokado (ali dva manjša),0.5,kos
sveže bazilike,40.0,g
1/4 šopka svežega koriandra (ali peteršilja),1,kos
2-3 stroki česna,1,kos
olivnega olja,1.0,kos
limona (sok in drobno naribana lupinica),0.5,kos
jedilnega kvasa,20.0,g
zelenjavne jušne osnove,0.03,l
čilijevih kosmičev,0.125,kos
sol po okusu,1,kos
