Ime sestavine, Kolicina, Enota
suho prekajene vratovine , 50.0 , g
starega kruha , 80.0 , g
čebula , 0.1 , kos
jajc , 0.6 , kos
nasekljanega peteršilja , 0.3 , kos
sol in sveže mleti poper , 1 , kos
olja , 0.2 , kos
