Ime sestavine, Kolicina, Enota
gladke moke , 50.0 , g
pecilnega praška , 0.05 , kos
soli , 0.1 , kos
hladnega masla , 20.0 , g
sladkorja , 10.0 , g
vanilin sladkor , 0.1 , kos
kisle smetane , 18.0 , g
Nutella (ali termostabilna marmelada) , 1 , kos
sladkor v prahu za posip , 1 , kos
