Ime sestavine,Kolicina,Enota
moke,23.75,g
soli,0.125,kos
pecilnega praška,0.125,kos
veliki jajci,0.25,kos
sončničnega olja (lahko tudi stopljena kokosova maščoba),0.015,l
drobnega rjavega sladkorja,12.5,g
navadnega belega sladkorja,6.25,g
vanilijeve arome,0.125,kos
drobno naribane bučke,15.625,g
lešnikov,8.75,g
