Ime sestavine, Kolicina, Enota
olivnega olja , 1.0 , kos
gorčice , 0.5 , kos
jabolčnega kisa , 1.0 , kos
medu , 0.25 , kos
sol in mleti poper , 1 , kos
manjša glava rdečega zelja , 0.25 , kos
velik korenček , 0.25 , kos
veliko jabolko , 0.25 , kos
orehov (navadni ali pekan); grobo nasekljani , 0.25 , kos
malo limoninega soka , 1 , kos
