Ime sestavine, Kolicina, Enota
večja ali 2 manjši glavi radiča , 0.25 , kos
krompirja , 125.0 , g
piščančjih filejev ali zrezkov , 125.0 , g
rezin slanine , 25.0 , g
1-2 stroka česna , 1 , kos
bučno olje , 1 , kos
balzamični kis (lahko uporabimo tudi vinski ali jabolčni kis) , 1 , kos
sol , 1 , kos
