Ime sestavine,Kolicina,Enota
moke,42.5,g
pecilnega praška,0.1875,kos
sladkorja,0.375,kos
soli,0.03125,kos
mletega cimeta (po želji),0.125,kos
veliki jajci,0.25,kos
mleka,0.0625,l
masla; narezanega na kocke,12.5,g
vanilijeve arome (vanilijev izvleček),0.125,kos
maslo ali olje za mastitev pekača,1,kos
