Ime sestavine, Kolicina, Enota
oradi , 1.0 , kos
limone; narezana na kolobarje , 0.25 , kos
srednje velikih krompirjev , 2.5 , kos
2-3 stroki česna , 1 , kos
češnjevi paradižniki , 2.0 , kos
olivno olje , 1 , kos
sol in mleti poper , 1 , kos
rožmarina , 0.25 , kos
