Ime sestavine, Kolicina, Enota
olivnega olja , 0.3333333333333333 , kos
masla , 0.3333333333333333 , kos
mlada čebulica , 0.3333333333333333 , kos
svežih špargljev (približno 15 špargljev) , 0.3333333333333333 , kos
sol in mleti poper , 1 , kos
jajc , 2.0 , kos
mleka , 0.06666666666666667 , l
nadrobljene fete , 0.16666666666666666 , kos
češnjevih paradižnikov , 0.3333333333333333 , kos
