Ime sestavine,Kolicina,Enota
zelenega ali rumenega stročjega fižola,125.0,g
jajca,1.0,kos
kisle smetane (en lonček),45.0,g
naribanega sira (edamec; gauda; tilsit ipd.),30.0,g
sol in sveže mleti poper po okusu,1,kos
košček masla ali malo olja za namastitev posode,1,kos
