Ime sestavine,Kolicina,Enota
bolonjska omaka; pripravljena po tem receptu,1,kos
svežih ali zamrznjenih njokov,125.0,g
naribanega čedarja ali mocarela (lahko tudi kakšen drug sir; ki se dobro topi),37.5,g
