Ime sestavine, Kolicina, Enota
svežega listnatega testa v rolici (1 zavitek) , 37.5 , g
izluščenih orehov , 25.0 , g
vanilijevega sladkorja , 0.25 , kos
mletega cimeta (po želji) , 0.0625 , kos
naribana pomarančna lupinica (po želji) , 1 , kos
mleka (uporabimo lahko tudi sladko smetano) , 0.015 , l
sladkor v prahu za posip , 1 , kos
rumenjak , 0.125 , kos
1-2 žlici mleka , 1 , kos
