Ime sestavine, Kolicina, Enota
različna sveža zelenjava (paprika; feferoni; kumarice; majhni paradižniki; bučke; korenje; redkvice; steblo zelene) , 1 , kos
nekaj nezrelih robid (po želji) , 1 , kos
česen in šalotka , 1 , kos
začimbe (peteršilj; cvet origana; timijan; lovor) , 1 , kos
poprova zrna , 1 , kos
sol , 1 , kos
sladkor , 1 , kos
kis za vlaganje , 1 , kos
