Ime sestavine, Kolicina, Enota
maslo in moka za pekač , 1 , kos
jajc , 0.75 , kos
sladkorja , 12.5 , g
gladke moke , 12.5 , g
pecilnega praška , 0.0625 , kos
mletih orehov , 12.5 , g
kakava v prahu , 6.25 , g
čokoladno mleko za navlažitev biskvita , 1 , kos
jajci , 0.25 , kos
sladkorja , 20.0 , g
vanilijevega pudinga , 0.25 , kos
moke , 10.0 , g
mleka , 0.125 , l
zmehčanega masla , 25.0 , g
3 - 4 banane , 1 , kos
sok ene pomaranče , 1 , kos
jedilne čokolade , 20.0 , g
olja , 0.375 , kos
