Ime sestavine, Kolicina, Enota
piščančjih beder brez kosti in kože , 125.0 , g
mladega krompirja , 200.0 , g
rdeča čebula , 0.25 , kos
limona , 0.25 , kos
česna , 0.75 , kos
brstičnega ohrovta , 50.0 , g
olivnega olja , 1.0 , kos
soli , 0.5 , kos
origana , 0.125 , kos
timijana , 0.125 , kos
feta sira , 50.0 , g
