Ime sestavine, Kolicina, Enota
4 telečji zrezki , 1 , kos
olja , 0.5 , kos
masla , 6.25 , g
velike čebule , 0.125 , kos
1-2 stroka česna , 1 , kos
gorčice (po želji tudi več ali manj) , 0.5 , kos
voda ali jušna osnova (približno 2 dl) , 1 , kos
koruznega škroba , 0.25 , kos
sol in mleti poper , 1 , kos
