Ime sestavine, Kolicina, Enota
olja , 0.5 , kos
čebula , 0.25 , kos
korenček , 0.25 , kos
košček gomoljne zelene ali eno zelenino steblo , 1 , kos
česna , 0.75 , kos
čičerike , 0.25 , kos
paradižnika v koščkih , 0.25 , kos
1 - 2 lovorjeva lista , 1 , kos
ješprenjčka , 62.5 , g
zelenjavne jušne osnove , 0.15 , l
belega maslenega fižola , 0.25 , kos
svežih špinačnih listov , 25.0 , g
sol in sveže mleti poper; začimbe po okusu , 1 , kos
nariban parmezan za serviranje , 1 , kos
