Ime sestavine,Kolicina,Enota
2-3 žlice olivnega olja,1,kos
na debelejše kose narezan goveji bočnik s kostjo (debeline od 3 do 4 cm),300.0,g
čebuli,0.5,kos
srednje velika korenčka,0.5,kos
manjša peteršiljeva korenina,0.25,kos
česna,0.5,kos
paradižnikovega koncentrata,0.25,kos
svežega paradižnika (ali 2 pločevinki paradižnika v koščkih),200.0,g
lovorjeva lista,0.5,kos
suhega rožmarina,0.125,kos
rdečega vina,0.0375,l
sol in mleti poper po okusu,1,kos
