Ime sestavine, Kolicina, Enota
svinjske potrebušine s kožo , 250.0 , g
soli , 5.0 , g
sladkorja , 2.5 , g
janeževih semen , 0.125 , kos
listi svežega žajblja , 0.375 , kos
svežega timijana , 1.25 , kos
česna , 0.625 , kos
naribana lupinica ene (bio) limone , 1 , kos
sveže mleti poper , 1 , kos
veliki čebuli; olupljeni in narezani na debele rezine , 0.25 , kos
olivnega olja , 0.25 , kos
belega vina , 0.025 , l
