Ime sestavine, Kolicina, Enota
večjih zrezkov iz vratovine (od 4-6 zrezkov; debelih približno 1 cm) , 200.0 , g
sol in mleti poper , 1 , kos
3-4 žlice olja , 1 , kos
čebule , 0.75 , kos
česna , 0.5 , kos
1-2 žlici paradižnikovega koncentrata , 1 , kos
jušne osnove , 0.125 , l
lovorjeva lista , 0.5 , kos
začimbe (mleta paprika; timijan; majaron ipd.) , 1 , kos
