Ime sestavine, Kolicina, Enota
mleka , 0.0125 , l
sladkorja , 0.125 , kos
suhega kvasa (1 vrečka) , 0.875 , g
moke (gladke) , 50.0 , g
vanilijevega sladkorja , 0.125 , kos
soli , 0.125 , kos
zmehčanega masla , 6.25 , g
jajci , 0.25 , kos
rumenjak , 0.125 , kos
jabolk , 62.5 , g
sladkorja , 0.25 , kos
vode , 0.125 , kos
limona , 0.125 , kos
mletega cimeta , 0.125 , kos
sladkor v prahu za posip , 1 , kos
