Ime sestavine,Kolicina,Enota
srednje velikih šampinjonov,2.1818181818181817,kos
olivnega olja,0.09090909090909091,kos
česna,0.18181818181818182,kos
kremnega sira (sirni ali smetanov namaz),20.0,g
naribanega parmezana,3.6363636363636362,g
sveže mletega popra,0.022727272727272728,kos
čebule v prahu,0.022727272727272728,kos
kajenskega popra,0.18181818181818182,kos
