Ime sestavine, Kolicina, Enota
moke , 31.25 , g
soli , 0.125 , kos
sladkorja v prahu , 7.5 , g
hladnega masla , 17.5 , g
rumenjak , 0.125 , kos
hladne vode , 0.25 , kos
mascarponeja; ogretega na sobno temperaturo , 15.0 , g
drobno naribane (bio) limonine lupinice , 0.0625 , kos
sladkorja v prahu , 6.25 , g
vanilijeve arome , 0.125 , kos
dobro ohlajene smetane za stepanje , 0.0225 , l
sveže sadje (jagode; maline; borovnice) , 1 , kos
sladkor v prahu za posip (po želji) , 1 , kos
