Ime sestavine, Kolicina, Enota
moke , 83.33333333333333 , g
mlačne vode , 0.05 , l
suhega kvasa , 0.16666666666666666 , kos
soli , 0.16666666666666666 , kos
olivnega olja + dodatno za namastitev pekača in testa , 0.16666666666666666 , kos
sveža zelenjava in vejice zelišč za dekoracijo , 1 , kos
razna semena za dekoracijo , 1 , kos
