Ime sestavine, Kolicina, Enota
jogurta (tekoči; čvrsti ali grški) , 0.125 , kos
veliki jajci (ali 3 srednje velika) , 0.25 , kos
olja , 0.0625 , kos
vanilijevega ekstrakta (vanilijeva aroma) , 0.125 , kos
sladkorja , 0.125 , kos
moke , 0.25 , kos
pecilnega praška , 0.125 , kos
mletega cimeta , 0.0625 , kos
izkoščičenih in razpolovljenih marelic , 0.25 , kos
sladkor v prahu za posip , 1 , kos
