Ime sestavine, Kolicina, Enota
kisle repe , 250.0 , g
2-3 kg mesnatih svinjskih kosti ali reber , 1 , kos
2-3 lovorjevi listi , 1 , kos
sol; poper v zrnju; mleti poper; šetraj; kumina , 1 , kos
prosene kaše , 25.0 , g
svinjske masti , 0.025 , l
srednje velike čebule , 0.375 , kos
moke (zvrhane) , 0.75 , kos
česna , 0.5 , kos
1-2 žlici mlete rdeče (sladke) paprike , 1 , kos
