Ime sestavine,Kolicina,Enota
svinjskih zrezkov iz stegna (4 manjši zrezki ali 2 večja),250.0,g
mladega krompira (približno 10 manjših krompirčkov),300.0,g
olivno olje,1,kos
sol in mleti poper (po potrebi),1,kos
mleta rdeča paprika (po potrebi),1,kos
česna,1.5,kos
čebula ali šalotka,0.5,kos
zelenjavne jušne kocke,0.125,kos
vroče vode,0.05,l
gorčice,0.5,kos
nasekljan peteršilj,1,kos
