Ime sestavine, Kolicina, Enota
beljakov , 37.5 , g
sladkorja , 18.75 , g
pecilnega praška , 0.125 , kos
mletih lešnikov , 25.0 , g
mleka , 0.0875 , l
sladkorja , 0.375 , kos
pudinga (vanilija ali čokolada) , 0.25 , kos
masla (polovica pakiranja) , 15.625 , g
