Ime sestavine,Kolicina,Enota
svežih sirovih tortelinov,125.0,g
brokolijevih cvetk,37.5,g
mesnate hamburške slanine,37.5,g
sladke smetane,0.0625,l
naribanega sira (edamec; kranjska gauda; čedar),35.0,g
sol in sveže mleti poper,1,kos
nariban sir za posip,1,kos
