Ime sestavine,Kolicina,Enota
piščančjih stegen in krač,2.0,kos
sol in mleti poper,1,kos
olivno ali kakšno drugo rastlinsko olje,1,kos
masla,0.25,kos
manjša čebula,0.25,kos
1-2 korenčka,1,kos
šampinjonov,50.0,g
česna (po želji tudi več),0.25,kos
suhega belega vina,0.025,l
jušne osnove (zelenjavna ali kokošja),0.075,l
smetane za kuhanje,0.025,l
nasekljanega svežega peteršilja,0.25,kos
