Ime sestavine, Kolicina, Enota
lososovi fileji ali kotleti (vsak po približno 170 g) , 1.0 , kos
sol in mleti poper , 1 , kos
masla , 0.5 , kos
šalotka , 0.25 , kos
česna , 0.25 , kos
belega vina , 0.03 , l
ribje ali zelenjavne jušne osnove , 0.03 , l
moke ali koruznega škroba , 0.25 , kos
kaper , 1.0 , kos
sok polovice limone (po želji več ali manj) , 1 , kos
limone narezana na tanke kolobarje , 0.125 , kos
sveže nasekljan koper ali peteršilj (po želji) , 1 , kos
