Ime sestavine, Kolicina, Enota
košček masla za namastitev pekača , 1 , kos
rozin , 12.5 , g
pšeničnega zdroba , 0.5 , kos
toplega mleka , 0.75 , kos
kisle smetane , 0.75 , kos
nepasirane skute , 125.0 , g
stopljenega masla , 10.0 , g
drobno naribane limonine lupinice , 0.25 , kos
srednje veliki jajci , 0.5 , kos
sladkorja , 0.5 , kos
vanilijevega sladkorja , 0.25 , kos
soli , 0.25 , kos
rumenjak , 0.25 , kos
sladkorja v prahu , 0.25 , kos
sladkor v prahu za posip , 1 , kos
