Ime sestavine,Kolicina,Enota
rezin toasta,2.0,kos
čokoladno lešnikovega namaza,1.0,kos
jajci,0.5,kos
mleka,0.75,kos
sladkorja,0.5,kos
mletega cimeta,0.25,kos
masla,3.75,g
