Ime sestavine,Kolicina,Enota
prosene kaše,0.25,kos
vode,0.75,kos
soli,1.0,kos
kokosovega mleka,0.25,kos
javorjevega ali agavinega sirupa (po želji),0.5,kos
poljubno sadje (kivi; banana; jabolko; jagodičevje ipd.),1,kos
poljubna semena (sezam; laneno seme; sončnična semena; ipd.),1,kos
