Ime sestavine,Kolicina,Enota
srednje velike očiščene postrvi,1.0,kos
srednje veliki krompirji,1.0,kos
limona,0.25,kos
češnjevega paradižnika,37.5,g
2-3 žlice olivnega olja,1,kos
sol in sveže mleti poper,1,kos
