Ime sestavine, Kolicina, Enota
bučk , 150.0 , g
krompirja , 150.0 , g
jajci , 1.0 , kos
naribanega parmezana , 15.0 , g
moke , 45.0 , g
sol in mleti poper po okusu , 1 , kos
na rezine narezan pršut; salama; panceta ipd. , 1 , kos
sir (narezan na rezine ali nariban) , 1 , kos
maslo (za namastitev pekača in dodatno po vrhu narastka) , 1 , kos
krušne drobtine , 1 , kos
