Ime sestavine, Kolicina, Enota
poljubnih tortelinov , 125.0 , g
olja (lahko tudi maslo) , 0.375 , kos
kuhane šunke ali pršuta , 50.0 , g
zelenjavne jušne osnove , 0.05 , l
sladke smetane , 0.0625 , l
parmezana , 20.0 , g
rumenjaka , 0.5 , kos
sol; poper in muškatni orešček po okusu , 1 , kos
malo nasekljanega svežega peteršilja (po želji) , 1 , kos
