Ime sestavine, Kolicina, Enota
kondenziranega mleka , 50.0 , g
kakava v prahu , 0.25 , kos
vanilijevega ekstrakta , 0.25 , kos
masla , 2.5 , g
temne čokolade , 17.5 , g
smetane za kuhanje , 0.01 , l
čokoladnih mrvic , 12.5 , g
okroglih čokoladnih piškotov , 12.5 , g
jedilne dekorativne oči , 1 , kos
