Ime sestavine,Kolicina,Enota
srednje velike mlade bučke,0.75,kos
moke,12.5,g
jajci,0.5,kos
mleka,0.25,kos
česna v prahu (po želji),0.125,kos
krušnih ali panko drobtin,30.0,g
naribanega parmezana,12.5,g
sesekljanega peteršilja,0.5,kos
mlete paprike (po želji),0.125,kos
sol in mleti poper,1,kos
malo olivnega olja,1,kos
