Ime sestavine,Kolicina,Enota
srednje velikih krompirjev s tanko lupino (mladi krompir),2.0,kos
olja,0.375,kos
sol,1,kos
ementalerja,2.5,kos
šunke (lahko tudi kuhan ali pečen pršut; slanina),2.5,kos
bešamela,0.1125,l
naribanega ementalerja,0.5,kos
