Ime sestavine,Kolicina,Enota
rdečega krompirja,250.0,g
rumenjaka,7.5,g
sol in mleti poper (po okusu),1,kos
drobno naribanega parmezana,25.0,g
muškatni orešček (po okusu),1,kos
jajci (za paniranje),0.25,kos
drobtine (za paniranje),1,kos
olje za cvrtje,1,kos
