Ime sestavine, Kolicina, Enota
manjša sladka krompirja (potrebujemo 190 g pečenega krompirjevega mesa) , 1.0 , kos
datljev , 5.0 , kos
datljevega sirupa , 0.5 , kos
nesladkanega kakava v prahu , 1.5 , kos
mletih lanenih semen , 0.5 , kos
poljubnega rastlinskega napitka , 0.06 , l
vanilije (ekstrakt ali pasta) , 0.5 , kos
cimeta , 0.5 , kos
soli , 0.5 , kos
stopljene temne čokolade (70 % kakava) , 20.0 , g
3-4 jagode in/ali liofilizirane jagode , 1 , kos
