Ime sestavine,Kolicina,Enota
belega vina,0.125,l
vode,0.0625,l
sladkorja (po potrebi tudi manj ali več),25.0,g
cimetovi palčki,0.25,kos
5-10 celih klinčkov (nageljnove žbice),1,kos
limona ali pomaranča,0.125,kos
