Ime sestavine, Kolicina, Enota
očiščenih lignjev (trupi in lovke) , 150.0 , g
olivnega olja , 1.5 , kos
suhega belega vina , 0.03 , l
česna , 0.5 , kos
svežega peteršilja , 7.5 , g
vsaj en dan starega belega kruha , 25.0 , g
jajce , 0.25 , kos
sveže naribanega parmezana , 12.5 , g
večjih zrelih paradižnikov (lahko tudi 15 češnjevih paradižnikov) , 1.25 , kos
sol , 1 , kos
