Ime sestavine,Kolicina,Enota
ovsenih kosmičev,12.5,g
koruznih kosmičev,25.0,g
chia semen,7.5,g
lanenih semen,7.5,g
celih lešnikov,12.5,g
celih mandljev,12.5,g
indijskih oreščkov,12.5,g
kokosovega olja,7.5,g
rjavega sladkorja,7.5,g
medu,15.0,g
suhega sadja (marelice; brusnice; slive; rozine ...),25.0,g
