Ime sestavine, Kolicina, Enota
jajc , 0.625 , kos
sladkorja , 12.5 , g
vanilijeva aroma , 1 , kos
moke (tip 500) , 12.5 , g
pecilnega praška , 0.0625 , kos
mleka , 0.0375 , l
prašek za vanilijev puding , 0.125 , kos
sladkorja , 15.0 , g
vanilijeva aroma/pasta , 1 , kos
masla , 5.0 , g
mascarpone sira , 31.25 , g
sladke smetane , 0.01875 , l
svežih jagod , 31.25 , g
