Ime sestavine,Kolicina,Enota
olivnega olja,0.375,kos
srednje čebule,0.125,kos
sol in sveže mleti poper,1,kos
piščančjih prsi brez kosti in kože,125.0,g
mlete rdeče paprike,0.25,kos
posušena bazilika (po okusu),1,kos
smetane za kuhanje,0.0625,l
3 topljeni trikotni sirčki,1,kos
