Ime sestavine,Kolicina,Enota
lososovih filejev brez kosti in kože,125.0,g
sol in sveže mleti poper,1,kos
češnjevih paradižikov,0.5,kos
feta sira v kosu,100.0,g
mlade špinače,25.0,g
mleti ali zdrobljen čili (po želji),1,kos
1-2 žlici olivnega olja,1,kos
poljubnih testenin (sedrčki; metuljčki; peresniki; špageti ipd.),90.0,g
