Ime sestavine,Kolicina,Enota
cvetače,225.0,g
vode,0.125,l
mleka,0.125,l
olivnega olja,0.375,kos
soli,0.1875,kos
belega popra,0.5,kos
mletega muškatnega oreščka,0.5,kos
kisle smetane,0.025,l
