Ime sestavine,Kolicina,Enota
jabolka,1.0,kos
nepasirane skute,62.5,g
mletega cimeta,0.125,kos
srednje veliko jajce,0.25,kos
1-2 vrečki vanili sladkorja (odvisno od kislosti jabolk),1,kos
rozin,0.25,kos
rum ali pomarančni sok za namakanje,1,kos
med ali sladkor v prahu (po želji),1,kos
