Ime sestavine,Kolicina,Enota
ostre moke,125.0,g
majhni masleni buči (potrebujemo 300 g bučnega pireja),0.5,kos
rumenjak,0.25,kos
žajbljevih listov,0.25,kos
sol in mleti poper,1,kos
masla (1 žlica za pripravo njokov in 1 žlica za omako),0.5,kos
