Ime sestavine, Kolicina, Enota
6-8 kosov piščanca (krila; stegna; krače) , 1 , kos
sol in mleti poper , 1 , kos
2-3 žlice olja za peko mesa , 1 , kos
čebula , 0.25 , kos
2-4 stroki česna , 1 , kos
moke , 0.25 , kos
kisle smetane , 62.5 , g
vode , 0.075 , l
mlete paprike (sladka ali ostra) , 0.25 , kos
