Ime sestavine,Kolicina,Enota
10-12 Savoiardi piškotov,1,kos
sveže borovnice za serviranje,1,kos
svežih ali zamrznjenih borovnic,0.25,kos
1-2 žlici sladkorja (po potrebi),1,kos
vode,0.015,l
limoni (sok in drobno naribana lupinica),0.5,kos
sladkorja,25.0,g
vode,0.03,l
sladke smetane,0.03,l
sladkorja,12.5,g
mascarponeja; ogretega na sobno temperaturo,30.0,g
