Ime sestavine, Kolicina, Enota
olja , 0.4 , kos
svinjskih zrezkov (stegno; kare brez kosti; vratovina ipd.) , 200.0 , g
sol in mleti poper , 1 , kos
slanine , 30.0 , g
drobna čebula , 0.2 , kos
suhih gob , 4.0 , g
moke , 0.3 , kos
paradižnikove mezge (koncentrat) , 0.2 , kos
belega ali rdečega vina , 0.03 , l
jušna osnova po potrebi , 1 , kos
