Ime sestavine, Kolicina, Enota
nesoljenih bučnih semen , 18.75 , g
eritritola (ali navadnega sladkorja) , 17.5 , g
pecilnega praška , 0.0625 , kos
jajc , 0.875 , kos
bučnega olja , 0.375 , kos
vanilijevega ekstrakta , 0.0625 , kos
naribana lupinica ene limone , 1 , kos
kisle smetane , 43.75 , g
